Company,Stock_Code,Date,Current_Asset,Current_Liability,Inventory,Total_Liability,Total_Assets,EBIT,Interest_Expense,Accounts_Receivable,Accounts_Payable,Sales_revenue,Cost_of_Sales,Net_Profit,NOI,Net_Cash_Flows_from_Operating_Activities,Capital_Eexpenditure,,ROE,,,,,Current Ratio,Quick Ratio,Debt to Assets Ratio,Interest Coverage Ratio,Inventory Turnover Ratio,Accounts Receivable Turnover Ratio,Gross Profit Margin,Net Profit Margin,Capitalization Rate,Operating Cash Flow to Profit Ratio
JingTouFaZhan,SH600683,2022_Half_Year,41440.12219,20408.55434,36753.58308,41196.43289,52185.68618,202.74018,138.54698,32.72971,3001.9,1207.67095,54.50842,165.99094,123.81,-5848.83526,4.68,,0.0156,,,,,2.030527076,0.229636016,0.789420163,1.463331699,0.001483078,36.89831287,0.95486484,0.137447155,0.00237249,-35.23587111
JingTouFaZhan,SH600683,2022_First_Quarter,43667.72488,21992.5328,36502.82045,43422.43164,54538.78347,57.08088,73.17092,47.77073,2912.06,235.437,15.3323,64.85091,-40.45,-3868.19054,0.22,,0.0054,,,,,1.985570524,0.325788053,0.796175288,0.780103394,0.00042003,4.928478668,0.934877287,0.275449117,-0.000741674,-59.64743289
JingTouFaZhan,SH600683,2021_Year,36431.59593,19739.97966,29239.47522,35644.16919,46803.93308,662.48906,472.08775,66.78012,2912.06,6765.9103,220.49864,332.7893,534.17,805.88518,7.15,,0.0177,,,,,1.845574137,0.364342863,0.761563545,1.403317618,0.007541128,101.3162405,0.967410351,0.049186182,0.01141293,2.421607872
JingTouFaZhan,SH600683,2021_Third_Quarter,36089.94754,22590.28707,31182.10033,37079.68592,47057.71842,235.54478,373.62103,40.43271,2912.06,3775.78263,143.15441,130.90486,-62.06,5483.30813,3.13,,0.0209,,,,,1.597586938,0.217254752,0.78796183,0.630437712,0.004590916,93.38435378,0.962086163,0.034669596,-0.001318806,41.88773649
JingTouFaZhan,SH600683,2021_Half_Year,36921.71504,23627.57548,31603.67462,40035.06495,48292.64094,299.29469,250.23514,40.69789,2912.06,2041.54755,82.56703,200.47412,9.34,3742.52231,0.76,,0.0148,,,,,1.562653564,0.225077703,0.829009641,1.196053825,0.002612577,50.16347566,0.959556644,0.098197134,0.000193404,18.66835651
JingTouFaZhan,SH600683,2021_First_Quarter,35496.84778,15407.4785,31103.63133,38531.11126,47008.91319,230.26737,123.92729,43.07168,2912.06,1684.67723,45.15156,129.03494,249,1031.33573,3,,0.0036,,,,,2.303871317,0.285135329,0.819655436,1.858084411,0.001451649,39.11334107,0.973198687,0.076593274,0.005296868,7.992685516
JingTouFaZhan,SH600683,2020_Year,38166.9193,15417.8607,31657.06426,41399.2632,49809.53739,1431.68443,547.08167,85.44333,2912.06,8864.42417,233.37708,1063.3459,1620.42,9869.1465,10.94,,0.0185,,,,,2.475500333,0.422228165,0.831151329,2.616948255,0.007372038,103.746242,0.973672618,0.119956568,0.032532324,9.281219284
JingTouFaZhan,SH600683,2020_Third_Quarter,38115.53435,14157.16554,33755.44854,41247.64627,48071.78052,336.12747,427.14555,6.8253,2912.06,3089.17529,118.7227,257.01839,98,5825.41628,4,,0.0225,,,,,2.692313956,0.307977314,0.858042823,0.786915535,0.003517142,452.6067888,0.961568156,0.083199679,0.002038618,22.66536737
JingTouFaZhan,SH600683,2020_Half_Year,37336.07075,19282.69667,33690.78701,40293.62882,46970.01929,293.85304,283.64008,8.00802,2912.06,2047.79816,78.18586,238.77411,224,2020.77611,1,,0.0138,,,,,1.936247372,0.189044292,0.857858469,1.036006745,0.00232069,255.718518,0.961819548,0.11660041,0.004769,8.463129205
JingTouFaZhan,SH600683,2020_First_Quarter,36891.78076,19026.45227,33607.93594,42117.39895,46456.21981,136.28925,152.374,8.53669,2912.06,991.65805,27.28249,113.82815,197,409.38653,3,,0.0046,,,,,1.938973185,0.172593648,0.906604091,0.894439017,0.000811787,116.1642925,0.972488011,0.114785683,0.004240552,3.596531626
HeiMuDan,SH600510,2023_Third_Quarter,25566.73042,12085.98051,8921.38483,20126.80294,31237.73987,709.70387,166.83103,8837.87413,1130.72,3402.7414,77.37337,471.04332,446.01,-1006.78596,2.21,,0.0425,,,,,2.115403909,1.37724412,0.644310473,4.254027937,0.008672798,0.385018087,0.977261462,0.138430537,0.014277922,-2.137353231
HeiMuDan,SH600510,2023_Half_Year,25144.4309,13964.50644,10231.47294,19927.87894,30749.87456,226.77383,104.20335,6641.49466,1466.14,2543.30833,43.35161,102.09471,76.42,-431.69898,0.6,,0.0096,,,,,1.800595747,1.067918728,0.648063747,2.176262508,0.004237083,0.382942162,0.98295464,0.040142483,0.002485213,-4.22841669
HeiMuDan,SH600510,2023_First_Quarter,25526.7068,13685.30112,10144.88099,20181.83611,31188.51755,161.73176,60.89619,7165.96209,1596.75,1804.14418,21.20222,105.71604,184.55,-902.05709,1.64,,0.0096,,,,,1.865264533,1.123966925,0.647091869,2.655860221,0.002089943,0.251765801,0.988248047,0.058596227,0.005917242,-8.532830602
HeiMuDan,SH600510,2022_Year,25887.92589,14941.88929,11085.76646,20592.85177,31493.97179,1204.17597,228.30125,6299.23011,1389.4,11545.41407,228.02536,846.24635,1403.99,-1307.83968,32.02,,0.079,,,,,1.732573799,0.990648448,0.653866458,5.274504387,0.020569201,1.832829389,0.980249703,0.073297185,0.044579642,-1.545459751
HeiMuDan,SH600510,2022_Third_Quarter,29216.83825,19667.16696,14558.1492,25626.06155,35976.48167,331.56473,144.42328,7499.4638,2121.14,5083.06634,155.21998,209.83506,253.64,-1259.43903,3.76,,0.0205,,,,,1.485564154,0.74533811,0.71230038,2.295784589,0.010662068,0.677790636,0.969463319,0.041281197,0.007050161,-6.002042772
HeiMuDan,SH600510,2022_Half_Year,31196.86834,20030.39847,17427.76767,26397.89985,36841.7025,94.45342,96.82268,4791.30314,2673.01,1634.29466,88.85199,52.96074,20.65,-1977.23902,3.93,,0.0051,,,,,1.557476173,0.687410223,0.716522258,0.975529962,0.0050983,0.341096069,0.945632824,0.032405871,0.000560506,-37.33405008
HeiMuDan,SH600510,2022_First_Quarter,30940.30677,19182.08492,17132.55163,25641.26122,36522.27595,37.86218,68.16981,4784.7222,2582.25,968.24136,39.24118,21.53432,75,-2085.75223,17.01,,0.0021,,,,,1.612979345,0.719825567,0.702071833,0.555409775,0.002290446,0.202361041,0.959471699,0.022240655,0.002053541,-96.85710943
HeiMuDan,SH600510,2021_Year,29603.4715,17533.28804,15780.36139,24093.17772,34827.58394,1207.26869,171.04397,4645.62339,2582.25,9826.67507,241.58837,852.72206,1513.98,-1819.47924,109.07,,0.0811,,,,,1.688415283,0.788392347,0.691784356,7.05823606,0.015309432,2.115254348,0.975415044,0.086776254,0.043470716,-2.133730717
HeiMuDan,SH600510,2021_Third_Quarter,27789.0945,16629.42831,13174.12372,22387.70046,33097.56372,1072.03935,118.08768,5593.7459,2582.25,6908.66574,183.87731,828.37967,311.56,-750.45112,11.33,,0.0239,,,,,1.671079365,0.87886189,0.676415359,9.078333229,0.01395746,1.235069641,0.973384542,0.119904436,0.009413382,-0.905926527
HeiMuDan,SH600510,2021_Half_Year,27965.78268,17061.42222,12493.77427,22775.96611,33390.89048,765.36016,83.4301,4998.17889,2582.25,5066.10811,112.4422,601.92643,343.89,-266.82253,31.69,,0.0056,,,,,1.639123768,0.906841658,0.682101189,9.173669237,0.008999858,1.013590794,0.977805015,0.118814367,0.010298917,-0.443280974
HeiMuDan,SH600510,2021_First_Quarter,28427.7757,17686.56089,13231.24899,23332.27174,33879.1092,422.41643,46.31184,5318.98219,2582.25,2237.23349,51.2464,308.63548,450,-1141.76483,50,,0.0018,,,,,1.607309407,0.859213207,0.688692008,9.121132718,0.003873134,0.420613081,0.977093852,0.137954076,0.013282522,-3.69939594
HeiMuDan,SH600510,2020_Year,28462.8715,18383.6544,13108.60291,23489.44293,33744.92841,1744.04651,148.64966,5382.60119,2582.25,10211.60363,243.0444,1276.32859,1744.36,928.02519,72.66,,0.0795,,,,,1.548270593,0.835213078,0.696088095,11.73259695,0.018540831,1.897150331,0.976199194,0.124988066,0.051692509,0.72710523
HeiMuDan,SH600510,2020_Third_Quarter,27981.50344,19053.89748,14096.8167,23249.72906,33423.26642,1563.81783,119.28897,5518.67749,2582.25,6731.20925,177.07094,1161.14971,788,-385.26137,10,,0.0198,,,,,1.468544872,0.72870586,0.695615107,13.10949253,0.012561058,1.219714191,0.973694037,0.172502394,0.023576391,-0.331793017
HeiMuDan,SH600510,2020_Half_Year,27409.97793,18361.73618,13137.61077,23020.67481,32841.11461,763.60579,68.82032,5274.76503,2582.25,3574.58204,96.91159,550.47805,236,85.20569,14,,0.0061,,,,,1.492777026,0.777288543,0.700971178,11.09564427,0.007376652,0.67767607,0.972888694,0.15399788,0.007186114,0.154784899
HeiMuDan,SH600510,2020_First_Quarter,25242.65482,16574.07397,11764.88184,20925.13713,30725.52608,498.1368,30.76016,5433.01702,2582.25,2264.98438,42.05987,353.133,527,-221.48309,6,,0.0023,,,,,1.523020523,0.813184073,0.6810343,16.19422177,0.003575035,0.416892561,0.981430395,0.155909682,0.017151863,-0.627194558
STZhongDi,SZ000609,2023_Third_Quarter,247.88229,123.39246,28.40631,256.69541,366.98811,10.01901,0.70727,19.25762,406.61,153.30131,7.24695,8.01248,-5.42,122.42672,0.02,,-0.1161,,,,,2.008893353,1.778682269,0.69946518,14.16579786,0.255117459,7.960553615,0.952727435,0.052266246,-0.014768871,15.27949625
STZhongDi,SZ000609,2023_Half_Year,238.74562,117.15661,23.43623,248.16494,360.32337,10.89099,0.48071,16.87894,414.92,103.85197,4.91377,9.87821,-4.69,88.75492,0.57,,0,,,,,2.037833095,1.837791192,0.688728395,22.65593106,0.209665541,6.152752558,0.952684864,0.09511819,-0.013016086,8.984917949
STZhongDi,SZ000609,2023_First_Quarter,241.55743,125.8404,30.86789,252.25665,353.89863,-0.34693,0.37017,15.63867,414.05,49.53124,2.60804,-0.63824,-5.88,39.79709,0.07,,0,,,,,1.919553884,1.674259896,0.712793502,-0.937229723,0.084490461,3.167228471,0.947345503,-0.012885517,-0.016614927,-62.35484596
STZhongDi,SZ000609,2022_Year,2137.91376,1249.14332,1932.01688,1736.31641,2308.11391,-282.88165,78.27219,15.63867,431.18,427.80311,25.11675,-292.8174,-38.69,112.75131,0.55,,-0.4684,,,,,1.711503975,0.164830466,0.752266344,-3.614076233,0.013000276,27.35546667,0.941288989,-0.68446768,-0.016762604,-0.38505671
STZhongDi,SZ000609,2022_Third_Quarter,2476.53042,1740.93945,2289.5239,1893.86351,2660.9133,-98.53588,58.78384,15.63867,426.26,418.22088,58.78384,-96.85262,-11.84,103.73954,0.55,,-0.1172,,,,,1.422525305,0.107417018,0.711734394,-1.676240921,0.025675138,26.7427403,0.859443074,-0.231582453,-0.0044496,-1.071107216
STZhongDi,SZ000609,2022_Half_Year,2449.23273,1654.85541,2260.89055,1830.58133,2630.57033,-64.78496,38.80782,15.63867,426.47,406.12893,15.94299,-63.31657,0.53,86.2199,0.55,,-0.0713,,,,,1.480028236,0.113811866,0.695887621,-1.669379271,0.007051644,25.96953178,0.960744007,-0.15590264,0.000201477,-1.361727142
STZhongDi,SZ000609,2022_First_Quarter,2791.56043,2019.98968,2561.29357,2152.71561,2976.91026,-38.86315,19.14141,15.63867,409.23,28.34994,9.77825,-38.73057,-16.82,46.21248,0.55,,-0.0483,,,,,1.381967666,0.113994075,0.723137555,-2.03031858,0.0038177,1.81281002,0.65508741,-1.366160614,-0.005650154,-1.19317858
STZhongDi,SZ000609,2021_Year,2728.45448,1920.67529,2491.43659,2053.40122,2916.22083,-381.88928,80.37071,15.63867,409.23,784.64641,28.09237,-375.6781,2.46,146.47007,0.01,,-0.4963,,,,,1.420570404,0.123403416,0.704130907,-4.751597682,0.01127557,50.17347549,0.964197417,-0.478786484,0.000843558,-0.389881838
STZhongDi,SZ000609,2021_Third_Quarter,3576.70914,2009.14952,3312.12088,2635.66378,3756.89143,-116.87881,60.91943,15.63867,409.23,53.10366,15.92183,-117.26667,-13.7,48.23172,0.01,,-0.1253,,,,,1.780210536,0.131691669,0.701554418,-1.91858031,0.004807141,3.39566334,0.700174501,-2.208259753,-0.003646632,-0.411299457
STZhongDi,SZ000609,2021_Half_Year,3530.67128,1730.14774,3217.48773,2564.97377,3719.28756,-83.79328,41.88181,15.63867,409.23,38.00687,9.68878,-84.18053,-7.38,30.04371,0.01,,-0.0787,,,,,2.040676175,0.181015492,0.689641156,-2.000708293,0.003011287,2.430313236,0.745078179,-2.214876936,-0.001984251,-0.356896147
STZhongDi,SZ000609,2021_First_Quarter,3687.56754,1825.49714,3153.80282,2649.06428,3850.07574,-40.39467,0.95988,15.63867,409.23,12.40528,2.23384,-37.28621,-10.51,-32.12423,0.01,,-0.0533,,,,,2.020034688,0.292394172,0.688055108,-42.08312516,0.000708301,0.793244167,0.819928267,-3.005671912,-0.002729816,0.861557773
STZhongDi,SZ000609,2020_Year,3727.28969,1831.52776,3142.68839,2643.7767,3882.01907,-304.56343,68.40753,15.63867,409.23,106.1977,32.81459,-306.25473,-54.98,-74.36748,0.03,,-0.4743,,,,,2.035071355,0.319187789,0.681031352,-4.452191453,0.010441566,6.790711806,0.691004726,-2.883816963,-0.014162733,0.242828846
STZhongDi,SZ000609,2020_Third_Quarter,4428.51393,1767.24357,4007.37672,3128.28017,4643.44835,-25.10626,13.35201,15.63867,409.23,33.09653,7.1843,-23.79009,-10.02,-26.06591,0.03,,-0.1178,,,,,2.505887705,0.238301733,0.673697634,-1.88033496,0.001792769,2.116326736,0.782928898,-0.718809031,-0.002157879,1.095662497
STZhongDi,SZ000609,2020_Half_Year,4420.85965,2004.91703,3936.85911,3098.33428,4636.75529,-9.9801,6.02351,15.63867,409.23,60.17493,16.30399,-7.1479,0.42,-76.40085,0.03,,-0.0623,,,,,2.205008778,0.241406768,0.66821173,-1.65685908,0.00414137,3.84782911,0.729056746,-0.118785361,9.06E-05,10.68857257
STZhongDi,SZ000609,2020_First_Quarter,3595.75582,1756.69866,3086.96094,2780.13304,4303.09081,-18.9523,4.324,15.63867,409.23,14.95857,7.7261,-17.99252,-15.6,-62.78834,0.03,,-0.0478,,,,,2.046882539,0.289631277,0.646078171,-4.383053524,0.002502817,0.956511504,0.483500058,-1.202823854,-0.003625301,3.489691035
000809.sz,SZ000809,2023年三季报,4422.8,876.1,4043.62,1208.06,4601.2,,,45.46,349.35,38.44,42.12,-85.30346,-85.28291,-,,,-0.0002,,,,,,,,,,,,,,
000809.sz,SZ000809,2023年中报,4072.82,1097.26,4042.82,1430.97,4252.91,,,19.6,318.07,10.65,12.73,-56.50786,-56.50797,-10.64,,,-0.0002,,,,,,,,,,,,,,
000809.sz,SZ000809,2023年一季报,4078.88,738.19,4043.43,1413.43,4261.45,,,24.94,315.33,5.9817,6.9636,-30.42532,-30.42505,-,,,-0.0001,,,,,,,,,,,,,,
000809.sz,SZ000809,2022年年报,4119.22,750.73,4044.15,1426.57,4305.02,,,20.99,317.13,221.83,141.66,-36.11453,-35.90037,121.37,,,-0.0001,,,,,,,,,,,,,,
000809.sz,SZ000809,2022年三季报,4116.17,798.32,4094.22,1497.38,4319.86,,,13.91,291.31,22.26,30.52,-92.1049,-92.10375,-,,,-0.0003,,,,,,,,,,,,,,
000809.sz,SZ000809,2022年中报,4132.97,784.97,4106.97,1483.96,4339.77,,,18.81,289.71,9.7124,11.59,-58.77167,-58.77136,-15.85,,,-0.0002,,,,,,,,,,,,,,
000809.sz,SZ000809,2022年一季报,4126.47,737.22,4105.11,1453.64,4335.82,,,15.28,282.61,4.0148,5.7173,-32.39783,-32.3978,-,,,-0.0001,,,,,,,,,,,,,,
600162.sh,SH600162,2023年三季报,15272.86,12064.19,11939.47,15004.83,21403.21,,,39.11,3475.74,2486.33,1539.19,39.28407,236.05216,-,,,0.0001,,,,,,,,,,,,,,
600162.sh,SH600162,2023年中报,16056.85,12213.22,12115.67,15669.9,22112.79,,,32.01,3430.23,1759.6,1067.31,76.71857,201.40551,611.97,,,0.0001,,,,,,,,,,,,,,
600162.sh,SH600162,2023年一季报,16630.04,12256.65,12050.09,15963.1,22794.09,,,27.85,3562.44,1191.59,795.64,70.78064,139.59058,-,,,0.0001,,,,,,,,,,,,,,
600162.sh,SH600162,2022年年报,18167.92,13447.5,12670.18,17611.33,24372.28,,,27.14,3746.55,6054.75,4123.01,103.53616,402.01196,341.15,,,0.0002,,,,,,,,,,,,,,
600162.sh,SH600162,2022年三季报,20281.83,15257.67,14872.73,19196.74,26768.07,,,30.31,3305.58,2817.78,1723.99,114.68375,227.31038,-,,,0.0002,,,,,,,,,,,,,,
600162.sh,SH600162,2022年中报,21431.14,16684.59,15385.14,20375.08,27858.67,,,31.74,3381.92,1558.33,965.45,22.9074,117.89421,-98.87,,,0,,,,,,,,,,,,,,
600162.sh,SH600162,2022年一季报,21914.69,16441.19,15312.39,20791.88,28441.17,,,29.11,3323.13,1072.26,727.57,46.96494,97.11916,-,,,0.0001,,,,,,,,,,,,,,
600064.sh,SH600064,2023年三季报,17797.17,15435.54,11701.3,18400.91,37082.09,,,492.6,3810.46,4235.63,3830.55,1680.27319,1724.01012,-,,,0.0009,,,,,,,,,,,,,,
600064.sh,SH600064,2023年中报,18754.66,16852.36,12450.49,19339.48,37539.24,,,346.93,5030.49,2772.01,2462.48,1167.57204,1155.31429,-295.04,,,0.0006,,,,,,,,,,,,,,
600064.sh,SH600064,2023年一季报,18389.09,16832.29,13300.09,18854.53,37168.51,,,353.84,4860.03,1207.4,1091.32,646.08081,661.75915,-,,,0.0003,,,,,,,,,,,,,,
600064.sh,SH600064,2022年年报,19079.07,17722.91,13909.26,19747.56,37403.69,,,423.07,5215.03,4482.21,3649.05,2482.24635,2650.41434,-1868.72,,,0.0014,,,,,,,,,,,,,,
600064.sh,SH600064,2022年三季报,19573.82,18456.16,14226.84,20535.22,37724.14,,,234.57,4316.47,1951.88,1432.19,1932.94726,2042.74389,-,,,0.0011,,,,,,,,,,,,,,
600064.sh,SH600064,2022年中报,17618.48,16711.17,11212.54,18574.61,35181.64,,,269.7,2829.48,1485.56,1084.46,1440.24693,1550.65674,-1.69,,,0.0009,,,,,,,,,,,,,,
600064.sh,SH600064,2022年一季报,16782.43,15577.26,11450.4,17316.39,33918.25,,,272.54,2587.45,435.37,289.47,679.7062,732.00311,-,,,0.0004,,,,,,,,,,,,,,
000981.sz,SZ000981,2023年三季报,6234.04,10878.77,3387.26,13589.67,17918.95,,,1078.92,1823.75,4244.72,3772.79,-1374.01687,-1289.21745,-,,,-0.0032,,,,,,,,,,,,,,
000981.sz,SZ000981,2023年中报,6098.82,10401.09,3479.51,13087.32,17899.11,,,857.23,1623.06,2788.18,2470.11,-958.29815,-827.14752,-688.92,,,-0.002,,,,,,,,,,,,,,
000981.sz,SZ000981,2023年一季报,6236.06,9663.4,3785.91,12390.95,17698.49,,,825.35,1352.4,1155.83,976.44,-215.67876,-241.13697,-,,,-0.0004,,,,,,,,,,,,,,
000981.sz,SZ000981,2022年年报,6534.15,9690.05,3759.15,12409.11,17881.89,,,612.04,1487.19,3738.38,3451.51,-1090.48524,-1251.59853,-526.07,,,-0.002,,,,,,,,,,,,,,
000981.sz,SZ000981,2022年三季报,6307.66,8263.97,3400.85,11243.68,17757.51,,,602.79,999.88,2755.11,2619.72,122.87796,80.63367,-,,,0.0002,,,,,,,,,,,,,,
000981.sz,SZ000981,2022年中报,6235.21,8229.9,3327,11211.19,17771.33,,,646.24,930.88,1788.86,1698.42,361.88577,341.46167,-521.02,,,0.0006,,,,,,,,,,,,,,
000981.sz,SZ000981,2022年一季报,7250.52,10915.82,3401.68,12483.8,18543.14,,,984.94,1027.96,1330.69,1295.5,463.34741,424.944,-,,,0.0008,,,,,,,,,,,,,,
000537.sz,SZ000537,2023年三季报,11465.09,8567.03,6.4778,29767.71,49186.62,,,5673.66,1682.13,2829.35,1229.43,894.35656,1010.08109,-,,,0.0005,,,,,,,,,,,,,,
000537.sz,SZ000537,2023年中报,9986.58,2554.54,2.4405,20819.82,38948.39,,,5510.05,1470.98,1917.62,819.12,616.89906,701.37898,1064.7,,,0.0003,,,,,,,,,,,,,,
000537.sz,SZ000537,2023年一季报,10789.45,2538.04,2.4405,19695.97,37651.92,,,5043.97,1297.45,873.73,397.48,265.61304,297.01444,-,,,0.0001,,,,,,,,,,,,,,
000537.sz,SZ000537,2022年年报,10453.5,3085.77,2.4405,19858.69,37540.55,,,4855.15,1427.53,3429.81,1597.76,731.92101,818.23685,-8207.49,,,0.0004,,,,,,,,,,,,,,
000537.sz,SZ000537,2022年三季报,11365.22,3053.35,2.4405,19709.97,37359.09,,,5834.82,1732.78,2638.68,1134.83,699.77913,755.2844,-,,,0.0004,,,,,,,,,,,,,,
000537.sz,SZ000537,2022年中报,12184.3,3682.72,2.5906,20597.91,38012.29,,,5669.02,1669.1,1772.71,743.29,464.80425,496.74475,-10455.94,,,0.0003,,,,,,,,,,,,,,
000537.sz,SZ000537,2022年一季报,12329.02,3594.62,2.5906,21129.98,38425.1,,,5263.88,1870.12,791.75,350.93,170.14744,187.79973,-,,,0.0001,,,,,,,,,,,,,,
600736.sh,SH600736,2023年三季报,47413.43,18661.44,29709.08,50844.56,67966.7,,,780.97,3782.3,6000.47,5220.95,357.02796,399.94138,-,,,0.0002,,,,,,,,,,,,,,
600736.sh,SH600736,2023年中报,46253.52,18329.94,29002.25,48854.72,65941.23,,,656.18,3895.95,5145.07,4574.15,316.42173,365.75628,-417.15,,,0.0002,,,,,,,,,,,,,,
600736.sh,SH600736,2023年一季报,47499.64,18655.57,29758.34,49628.53,66365.59,,,590.93,3936.95,2935.12,2596.91,178.45536,236.65956,-,,,0.0001,,,,,,,,,,,,,,
600736.sh,SH600736,2022年年报,47134.99,20078.09,29540.98,48212.73,64909.1,,,640.5,4410.18,10724.17,9049,516.90522,705.78176,-4679.57,,,0.0003,,,,,,,,,,,,,,
600736.sh,SH600736,2022年三季报,47861.54,20957.67,30260.49,47314.14,62957.14,,,521.62,3372.75,6418.95,5458.3,279.86607,435.80438,-,,,0.0002,,,,,,,,,,,,,,
600736.sh,SH600736,2022年中报,47830.39,19818.1,29703.83,46451.29,63003.77,,,504.72,3034.72,5261.2,4529.29,267.79527,433.91592,-4802.71,,,0.0002,,,,,,,,,,,,,,
600736.sh,SH600736,2022年一季报,49514.9,22935.81,32928.08,48551.01,64420.19,,,573.24,3644.28,920.38,820.64,18.0394,48.91804,-,,,0,,,,,,,,,,,,,,
600807.sh,SH600807,2023年三季报,2483.25,2221.57,792.25,2619.68,3397.89,,,994.61,611.91,504.15,383.05,-7.81439,-25.45288,-,,,-0.0001,,,,,,,,,,,,,,
600807.sh,SH600807,2023年中报,2590.85,2311.84,847.21,2720.19,3516.43,,,963.22,591.27,401.46,277.47,9.55468,-0.43517,-179.22,,,0.0001,,,,,,,,,,,,,,
600807.sh,SH600807,2023年一季报,2831.18,2505.81,855.35,2939.28,3772.31,,,922.96,612.47,194.03,128.16,28.1543,21.56939,-,,,0.0003,,,,,,,,,,,,,,
600807.sh,SH600807,2022年年报,3070.86,2730.18,901.51,3165.84,3999.91,,,907.75,606.22,1716.71,1059.11,225.40342,308.79439,-521.49,,,0.0027,,,,,,,,,,,,,,
600807.sh,SH600807,2022年三季报,5455.64,5510.68,2389.83,6926.65,7547.92,,,726.59,733.4,1192.29,809.77,-141.76348,-165.32202,-,,,-0.0023,,,,,,,,,,,,,,
600807.sh,SH600807,2022年中报,4618.99,5189.92,2286.13,6733.02,7297.88,,,682.85,742.01,720.76,531.35,-218.6059,-213.94223,-168.37,,,-0.0039,,,,,,,,,,,,,,
600807.sh,SH600807,2022年一季报,4031.11,4690.73,2138.03,6039.54,6789.34,,,623.23,638.8,320.78,238.84,-122.79435,-119.87855,-,,,-0.0016,,,,,,,,,,,,,,
600177.sh,SH600177,2023年三季报,36101.07,35486.56,19119.16,43252.96,81228.04,,,242.53,871.22,7457.75,3469.43,2800.38434,3014.47208,-,,,0.0007,,,,,,,,,,,,,,
600177.sh,SH600177,2023年中报,34535.57,34467.21,18746.13,42445.99,81972.29,,,205.65,939.69,5872.13,2817.5,2167.99003,2411.90793,2570.9,,,0.0006,,,,,,,,,,,,,,
600177.sh,SH600177,2023年一季报,33828.43,33071.47,18996.71,40138.38,79905.77,,,249.51,994.18,3265.73,1627.08,1098.5915,1075.75714,-,,,0.0003,,,,,,,,,,,,,,
600177.sh,SH600177,2022年年报,33685.38,31364.37,16776.27,39666.57,77777.07,,,261.26,1146.87,14821.2,6636.41,5104.42224,5947.702,-1935.45,,,0.0013,,,,,,,,,,,,,,
600177.sh,SH600177,2022年三季报,31386.8,28860.39,16160.72,37214.79,73975.9,,,214.71,987.52,12826.06,6067.16,4245.42507,5061.09126,-,,,0.0012,,,,,,,,,,,,,,
600177.sh,SH600177,2022年中报,33941.03,30938.68,15870.23,39077.37,74901.65,,,289.24,1043.78,9549.45,4161.75,3183.7854,3875.13211,-2316.14,,,0.0009,,,,,,,,,,,,,,
600177.sh,SH600177,2022年一季报,33009.31,31956.16,15834.19,39936.78,76858.62,,,270.86,842.95,7425.88,3327.85,2123.80148,2666.66789,-,,,0.0006,,,,,,,,,,,,,,
600325.sh,SH600325,2023年三季报,392121.94,202374.21,272150.39,325102.8,445989.05,,,1948.99,37823.63,47251.03,38879.95,3151.64345,4399.97215,-,,,0.0003,,,,,,,,,,,,,,
600325.sh,SH600325,2023年中报,392247.73,202807.69,260445.55,331293.26,446957,,,1458.54,36953.2,31478.47,25545.82,2552.90391,3533.70777,33296.8,,,0.0002,,,,,,,,,,,,,,
600325.sh,SH600325,2023年一季报,378008.28,188714.85,259255.15,316084.1,426851.2,,,1434.02,31026.5,11958.34,9910.83,804.79605,1120.63987,-,,,0.0001,,,,,,,,,,,,,,
600325.sh,SH600325,2022年年报,350880.23,173763.1,243544.28,293241.72,402691.07,,,883.49,33302.31,59189.81,47242.72,4788.45565,6249.04786,38344.23,,,0.0004,,,,,,,,,,,,,,
600325.sh,SH600325,2022年三季报,341897.38,176232.31,255610.7,286402.52,391817.65,,,514.57,35302.36,32807.99,25959.54,2729.62517,3637.58221,-,,,0.0003,,,,,,,,,,,,,,
600325.sh,SH600325,2022年中报,328528.98,159808.62,228161.2,271226.16,372753.44,,,534.64,27843.3,25004.89,19647.95,2295.44881,3068.59722,13278.14,,,0.0002,,,,,,,,,,,,,,
600325.sh,SH600325,2022年一季报,324596.09,162773.58,223784.54,268554.23,366841.86,,,347.43,27751.59,8088.07,6533.33,750.57264,951.4544,-,,,0.0001,,,,,,,,,,,,,,
000031.sz,SZ000031,2023年三季报,152720.37,93048.4,98908.67,160513.21,208198.01,,,376.41,12923.83,20698.29,15062.08,-57.95522,989.13695,-,,,0,,,,,,,,,,,,,,
000031.sz,SZ000031,2023年中报,149010.04,91840.21,95081.11,158622.63,205969.28,,,384.19,14782.39,14310.63,10518.17,555.25252,1318.85336,6118.33,,,0.0001,,,,,,,,,,,,,,
000031.sz,SZ000031,2023年一季报,149220.18,91959.64,94804.64,158092.47,206133.55,,,381.29,13030.16,6085.49,4242.4,615.24326,862.53592,-,,,0.0001,,,,,,,,,,,,,,
000031.sz,SZ000031,2022年年报,157707.47,103617.75,95704.9,166927.95,214432.27,,,317.42,15690.18,39578.69,30056.51,-2157.0387,-579.09533,2710.45,,,-0.0005,,,,,,,,,,,,,,
000031.sz,SZ000031,2022年三季报,158552.89,105145.51,103524.23,163733.08,215103.63,,,561.3,17217.81,24857.98,17935.42,1153.41021,2347.62049,-,,,0.0002,,,,,,,,,,,,,,
