Company,Date,Current_Asset,Current_Liability,Inventory,Total_Liability,Total_Assets,EBIT,Interest_Expense,Accounts_Receivable,Sales_revenue,Cost_of_Sales,Net_Profit,NOI,Net_Cash_Flows_from_Operating_Activities,Capital_Eexpenditure,,ROE,,,,,Current Ratio,Quick Ratio,Debt to Assets Ratio,Interest Coverage Ratio,Inventory Turnover Ratio,Accounts Receivable Turnover Ratio,Gross Profit Margin,Net Profit Margin,Capitalization Rate,Operating Cash Flow to Profit Ratio
公司名称,报告时限,流动资产,流动负债,存货,总负债,总资产/资产总值,息税前利润,利息费用,平均应收账款（平均？）,销售收入(销售商品、提供劳务收到的现金/营业收入？),销售成本(销售费用),净利润,年净营运收入NOI,经营活动产生的现金流量净额,资本支出,,净资产收益率,,,,,,,,,,,,,,
JingTouFaZhan,2022_Year,43676.38307,19334.20825,37461.16612,43937.92055,54813.07489,335.9059944,254.9624944,513.3083329,5552.378114,160.6781649,177.2855289,248.65,-8353.843415,3.08,,0.0169 ,,,,,2.259021031,0.321462191,0.801595616,1.317472184,0.004289193,10.8168478,0.971061379,0.031929657,0.004536326,-47.12084209
JingTouFaZhan,2022_Third_Quarter,42416.0911,20866.85186,38443.72959,42329.31966,53283.72996,328.3260768,200.0840471,32.60150208,2403.351064,92.41367165,227.6413494,142.64,-7934.929953,3.61,,0.0213 ,,,,,2.032701981,0.190367073,0.794413598,1.640940802,0.002403869,73.71902859,0.961547993,0.094718309,0.00267699,-34.85715567
JingTouFaZhan,2022_Half_Year,41440.12219,20408.55434,36753.58308,41196.43289,52185.68618,202.7401845,138.5469778,32.72970657,1207.670953,54.5084212,165.990937,123.81,-5848.835261,4.68,,0.0156 ,,,,,2.030527076,0.229636016,0.789420163,1.463331699,0.001483078,36.89831287,0.95486484,0.137447155,0.00237249,-35.23587111
JingTouFaZhan,2022_First_Quarter,43667.72488,21992.5328,36502.82045,43422.43164,54538.78347,57.08088174,73.17091835,47.7707253,235.4370006,15.3322962,64.85091392,-40.45,-3868.190536,0.22,,0.0054 ,,,,,1.985570524,0.325788053,0.796175288,0.780103394,0.00042003,4.928478668,0.934877287,0.275449117,-0.000741674,-59.64743289
JingTouFaZhan,2021_Year,36431.59593,19739.97966,29239.47522,35644.16919,46803.93308,662.4890595,472.0877519,66.78011611,6765.910303,220.4986395,332.7892981,534.17,805.885184,7.15,,0.0177 ,,,,,1.845574137,0.364342863,0.761563545,1.403317618,0.007541128,101.3162405,0.967410351,0.049186182,0.01141293,2.421607872
JingTouFaZhan,2021_Third_Quarter,36089.94754,22590.28707,31182.10033,37079.68592,47057.71842,235.5447843,373.6210254,40.43271139,3775.782625,143.1544073,130.9048563,-62.06,5483.308127,3.13,,0.0209 ,,,,,1.597586938,0.217254752,0.78796183,0.630437712,0.004590916,93.38435378,0.962086163,0.034669596,-0.001318806,41.88773649
JingTouFaZhan,2021_Half_Year,36921.71504,23627.57548,31603.67462,40035.06495,48292.64094,299.2946938,250.2351379,40.69788869,2041.547549,82.56703362,200.4741181,9.34,3742.522307,0.76,,0.0148 ,,,,,1.562653564,0.225077703,0.829009641,1.196053825,0.002612577,50.16347566,0.959556644,0.098197134,0.000193404,18.66835651
JingTouFaZhan,2021_First_Quarter,35496.84778,15407.4785,31103.63133,38531.11126,47008.91319,230.267368,123.9272913,43.07167786,1684.677227,45.1515614,129.0349444,249,1031.335731,3,,0.0036 ,,,,,2.303871317,0.285135329,0.819655436,1.858084411,0.001451649,39.11334107,0.973198687,0.076593274,0.005296868,7.992685516
JingTouFaZhan,2020_Year,38166.9193,15417.8607,31657.06426,41399.2632,49809.53739,1431.684433,547.0816745,85.44332785,8864.424166,233.3770787,1063.345903,1620.42,9869.146502,10.94,,0.0185 ,,,,,2.475500333,0.422228165,0.831151329,2.616948255,0.007372038,103.746242,0.973672618,0.119956568,0.032532324,9.281219284
JingTouFaZhan,2020_Third_Quarter,38115.53435,14157.16554,33755.44854,41247.64627,48071.78052,336.1274726,427.1455544,6.82529596,3089.175287,118.7227022,257.0183921,98,5825.416277,4,,0.0225 ,,,,,2.692313956,0.307977314,0.858042823,0.786915535,0.003517142,452.6067888,0.961568156,0.083199679,0.002038618,22.66536737
JingTouFaZhan,2020_Half_Year,37336.07075,19282.69667,33690.78701,40293.62882,46970.01929,293.8530409,283.6400846,8.00801667,2047.798155,78.18585893,238.7741054,224,2020.776105,1,,0.0138 ,,,,,1.936247372,0.189044292,0.857858469,1.036006745,0.00232069,255.718518,0.961819548,0.11660041,0.004769,8.463129205
JingTouFaZhan,2020_First_Quarter,36891.78076,19026.45227,33607.93594,42117.39895,46456.21981,136.2892515,152.3740008,8.53668568,991.6580524,27.28248562,113.8281465,197,409.3865288,3,,0.0046 ,,,,,1.938973185,0.172593648,0.906604091,0.894439017,0.000811787,116.1642925,0.972488011,0.114785683,0.004240552,3.596531626
HeiMuDan,2023_Third_Quarter,25566.73042,12085.98051,8921.384827,20126.80294,31237.73987,709.7038718,166.8310322,8837.87413,3402.741395,77.37336523,471.0433185,446.01,-1006.785959,2.21,,0.0425 ,,,,,2.115403909,1.37724412,0.644310473,4.254027937,0.008672798,0.385018087,0.977261462,0.138430537,0.014277922,-2.137353231
HeiMuDan,2023_Half_Year,25144.4309,13964.50644,10231.47294,19927.87894,30749.87456,226.7738334,104.2033452,6641.494663,2543.308326,43.35160513,102.0947119,76.42,-431.6989837,0.6,,0.0096 ,,,,,1.800595747,1.067918728,0.648063747,2.176262508,0.004237083,0.382942162,0.98295464,0.040142483,0.002485213,-4.22841669
HeiMuDan,2023_First_Quarter,25526.7068,13685.30112,10144.88099,20181.83611,31188.51755,161.7317555,60.89618507,7165.962091,1804.144183,21.202218,105.7160429,184.55,-902.0570863,1.64,,0.0096 ,,,,,1.865264533,1.123966925,0.647091869,2.655860221,0.002089943,0.251765801,0.988248047,0.058596227,0.005917242,-8.532830602
HeiMuDan,2022_Year,25887.92589,14941.88929,11085.76646,20592.85177,31493.97179,1204.175969,228.3012545,6299.230106,11545.41407,228.0253562,846.2463528,1403.99,-1307.839677,32.02,,0.0790 ,,,,,1.732573799,0.990648448,0.653866458,5.274504387,0.020569201,1.832829389,0.980249703,0.073297185,0.044579642,-1.545459751
HeiMuDan,2022_Third_Quarter,29216.83825,19667.16696,14558.1492,25626.06155,35976.48167,331.5647306,144.4232757,7499.463802,5083.066344,155.2199772,209.8350645,253.64,-1259.439032,3.76,,0.0205 ,,,,,1.485564154,0.74533811,0.71230038,2.295784589,0.010662068,0.677790636,0.969463319,0.041281197,0.007050161,-6.002042772
HeiMuDan,2022_Half_Year,31196.86834,20030.39847,17427.76767,26397.89985,36841.7025,94.4534246,96.82267923,4791.30314,1634.294664,88.85198501,52.96074272,20.65,-1977.239021,3.93,,0.0051 ,,,,,1.557476173,0.687410223,0.716522258,0.975529962,0.0050983,0.341096069,0.945632824,0.032405871,0.000560506,-37.33405008
HeiMuDan,2022_First_Quarter,30940.30677,19182.08492,17132.55163,25641.26122,36522.27595,37.86217759,68.16980777,4784.722203,968.2413645,39.24117793,21.53432245,75,-2085.752226,17.01,,0.0021 ,,,,,1.612979345,0.719825567,0.702071833,0.555409775,0.002290446,0.202361041,0.959471699,0.022240655,0.002053541,-96.85710943
HeiMuDan,2021_Year,29603.4715,17533.28804,15780.36139,24093.17772,34827.58394,1207.268691,171.0439664,4645.623387,9826.675068,241.5883702,852.7220552,1513.98,-1819.479243,109.07,,0.0811 ,,,,,1.688415283,0.788392347,0.691784356,7.05823606,0.015309432,2.115254348,0.975415044,0.086776254,0.043470716,-2.133730717
HeiMuDan,2021_Third_Quarter,27789.0945,16629.42831,13174.12372,22387.70046,33097.56372,1072.039351,118.0876846,5593.745904,6908.665744,183.877306,828.3796685,311.56,-750.451116,11.33,,0.0239 ,,,,,1.671079365,0.87886189,0.676415359,9.078333229,0.01395746,1.235069641,0.973384542,0.119904436,0.009413382,-0.905926527
HeiMuDan,2021_Half_Year,27965.78268,17061.42222,12493.77427,22775.96611,33390.89048,765.3601643,83.43010245,4998.17889,5066.108109,112.442196,601.9264269,343.89,-266.8225327,31.69,,0.0056 ,,,,,1.639123768,0.906841658,0.682101189,9.173669237,0.008999858,1.013590794,0.977805015,0.118814367,0.010298917,-0.443280974
HeiMuDan,2021_First_Quarter,28427.7757,17686.56089,13231.24899,23332.27174,33879.1092,422.4164298,46.31183899,5318.982191,2237.233486,51.2464015,308.6354779,450,-1141.764834,50,,0.0018 ,,,,,1.607309407,0.859213207,0.688692008,9.121132718,0.003873134,0.420613081,0.977093852,0.137954076,0.013282522,-3.69939594
HeiMuDan,2020_Year,28462.8715,18383.6544,13108.60291,23489.44293,33744.92841,1744.046512,148.649657,5382.601191,10211.60363,243.0443955,1276.328587,1744.36,928.0251913,72.66,,0.0795 ,,,,,1.548270593,0.835213078,0.696088095,11.73259695,0.018540831,1.897150331,0.976199194,0.124988066,0.051692509,0.72710523
HeiMuDan,2020_Third_Quarter,27981.50344,19053.89748,14096.8167,23249.72906,33423.26642,1563.817828,119.2889674,5518.677493,6731.209254,177.0709387,1161.149713,788,-385.2613663,10,,0.0198 ,,,,,1.468544872,0.72870586,0.695615107,13.10949253,0.012561058,1.219714191,0.973694037,0.172502394,0.023576391,-0.331793017
HeiMuDan,2020_Half_Year,27409.97793,18361.73618,13137.61077,23020.67481,32841.11461,763.6057886,68.82031994,5274.765031,3574.582036,96.91158879,550.4780544,236,85.20569006,14,,0.0061 ,,,,,1.492777026,0.777288543,0.700971178,11.09564427,0.007376652,0.67767607,0.972888694,0.15399788,0.007186114,0.154784899
HeiMuDan,2020_First_Quarter,25242.65482,16574.07397,11764.88184,20925.13713,30725.52608,498.1367976,30.7601566,5433.017022,2264.98438,42.05986574,353.132995,527,-221.4830928,6,,0.0023 ,,,,,1.523020523,0.813184073,0.6810343,16.19422177,0.003575035,0.416892561,0.981430395,0.155909682,0.017151863,-0.627194558
STZhongDi,2023_Third_Quarter,247.8822922,123.3924597,28.40631189,256.6954072,366.9881141,10.01901396,0.70726789,19.25761907,153.3013091,7.2469461,8.01248391,-5.42,122.4267179,0.02,,-0.1161,,,,,2.008893353,1.778682269,0.69946518,14.16579786,0.255117459,7.960553615,0.952727435,0.052266246,-0.014768871,15.27949625
STZhongDi,2023_Half_Year,238.7456214,117.1566121,23.43623168,248.1649384,360.3233729,10.89098994,0.48071253,16.87894494,103.8519717,4.9137702,9.87821154,-4.69,88.75492017,0.57,,0.0000 ,,,,,2.037833095,1.837791192,0.688728395,22.65593106,0.209665541,6.152752558,0.952684864,0.09511819,-0.013016086,8.984917949
STZhongDi,2023_First_Quarter,241.5574279,125.8403996,30.86789342,252.2566463,353.8986336,-0.34693368,0.37016931,15.63866978,49.53124017,2.60804256,-0.63823565,-5.88,39.79708564,0.07,,0.0000 ,,,,,1.919553884,1.674259896,0.712793502,-0.937229723,0.084490461,3.167228471,0.947345503,-0.012885517,-0.016614927,-62.35484596
STZhongDi,2022_Year,2137.913755,1249.143318,1932.016879,1736.316408,2308.113906,-282.8816535,78.27218776,15.63866978,427.8031099,25.11675329,-292.8174021,-38.69,112.7513054,0.55,,-0.4684,,,,,1.711503975,0.164830466,0.752266344,-3.614076233,0.013000276,27.35546667,0.941288989,-0.68446768,-0.016762604,-0.38505671
STZhongDi,2022_Third_Quarter,2476.530421,1740.93945,2289.523897,1893.863513,2660.913297,-98.53588136,58.78384195,15.63866978,418.2208845,58.78384195,-96.85261843,-11.84,103.7395385,0.55,,-0.1172,,,,,1.422525305,0.107417018,0.711734394,-1.676240921,0.025675138,26.7427403,0.859443074,-0.231582453,-0.0044496,-1.071107216
STZhongDi,2022_Half_Year,2449.232728,1654.855407,2260.890546,1830.581329,2630.570331,-64.78496359,38.807816,15.63866978,406.1289318,15.94299451,-63.31657256,0.53,86.21989541,0.55,,-0.0713,,,,,1.480028236,0.113811866,0.695887621,-1.669379271,0.007051644,25.96953178,0.960744007,-0.15590264,0.000201477,-1.361727142
STZhongDi,2022_First_Quarter,2791.560429,2019.989684,2561.293574,2152.715606,2976.910257,-38.86315478,19.14140725,15.63866978,28.34993728,9.77825029,-38.73056772,-16.82,46.21248378,0.55,,-0.0483,,,,,1.381967666,0.113994075,0.723137555,-2.03031858,0.0038177,1.81281002,0.65508741,-1.366160614,-0.005650154,-1.19317858
STZhongDi,2021_Year,2728.454478,1920.675293,2491.436585,2053.401215,2916.220825,-381.8892804,80.37071022,15.63866978,784.6464149,28.09236875,-375.6780978,2.46,146.4700674,0.01,,-0.4963,,,,,1.420570404,0.123403416,0.704130907,-4.751597682,0.01127557,50.17347549,0.964197417,-0.478786484,0.000843558,-0.389881838
STZhongDi,2021_Third_Quarter,3576.709135,2009.149515,3312.120881,2635.663781,3756.891429,-116.8788116,60.91942618,15.63866978,53.10365766,15.92183067,-117.26667,-13.7,48.23171774,0.01,,-0.1253,,,,,1.780210536,0.131691669,0.701554418,-1.91858031,0.004807141,3.39566334,0.700174501,-2.208259753,-0.003646632,-0.411299457
STZhongDi,2021_Half_Year,3530.67128,1730.147744,3217.487734,2564.973773,3719.28756,-83.79327674,41.88180608,15.63866978,38.00686616,9.68877953,-84.18053125,-7.38,30.04370722,0.01,,-0.0787,,,,,2.040676175,0.181015492,0.689641156,-2.000708293,0.003011287,2.430313236,0.745078179,-2.214876936,-0.001984251,-0.356896147
STZhongDi,2021_First_Quarter,3687.567544,1825.49714,3153.802819,2649.064279,3850.075741,-40.39467401,0.95987819,15.63866978,12.40528358,2.23384091,-37.28621242,-10.51,-32.12422614,0.01,,-0.0533,,,,,2.020034688,0.292394172,0.688055108,-42.08312516,0.000708301,0.793244167,0.819928267,-3.005671912,-0.002729816,0.861557773
STZhongDi,2020_Year,3727.289689,1831.527764,3142.688392,2643.776697,3882.01907,-304.5634296,68.40753206,15.63866978,106.1976995,32.81458727,-306.2547272,-54.98,-74.36748211,0.03,,-0.4743,,,,,2.035071355,0.319187789,0.681031352,-4.452191453,0.010441566,6.790711806,0.691004726,-2.883816963,-0.014162733,0.242828846
STZhongDi,2020_Third_Quarter,4428.513929,1767.243568,4007.376724,3128.280169,4643.448351,-25.10625626,13.3520127,15.63866978,33.09653497,7.18430132,-23.79008824,-10.02,-26.06590749,0.03,,-0.1178,,,,,2.505887705,0.238301733,0.673697634,-1.88033496,0.001792769,2.116326736,0.782928898,-0.718809031,-0.002157879,1.095662497
STZhongDi,2020_Half_Year,4420.859653,2004.917031,3936.859112,3098.334275,4636.755291,-9.98009988,6.02350556,15.63866978,60.17492882,16.30399101,-7.14790066,0.42,-76.40085494,0.03,,-0.0623,,,,,2.205008778,0.241406768,0.66821173,-1.65685908,0.00414137,3.84782911,0.729056746,-0.118785361,9.06E-05,10.68857257
STZhongDi,2020_First_Quarter,3595.755815,1756.698661,3086.960939,2780.133038,4303.090807,-18.95230411,4.32399559,15.63866978,14.95856755,7.72609927,-17.99252187,-15.6,-62.78834227,0.03,,-0.0478,,,,,2.046882539,0.289631277,0.646078171,-4.383053524,0.002502817,0.956511504,0.483500058,-1.202823854,-0.003625301,3.489691035
